video_id,nsfw_score
152611,0.00499249249697
129974,0.0131967905909
161321,0.0658640041947
329815,0.000415530812461
23668,0.00351915019564
84633,0.000877488346305
109354,0.000173626074684
11706,0.000335123855621
401593,0.000817156978883
10629,0.0135391708463
9810,0.00195173115935
192023,0.00133130536415
166904,0.317386627197
391709,0.00105852109846
208700,0.00231905817054
73565,8.93554679351e-05
9834,0.00103227817453
205908,0.0507450401783
54850,0.163196370006
72589,0.0401843711734
215875,0.0223542265594
13016,0.00180664390791
67530,0.0466867238283
62648,0.0526109933853
26964,0.0032933941111
14424,0.0252218320966
253959,0.0397528670728
297167,0.026611616835
50153,0.00668617198244
65282,0.199282765388
32866,0.2233402282
331354,0.00836682878435
7008,0.0435802601278
10673,0.000320725463098
106344,0.0128565141931
140481,0.00228867516853
79137,0.00659853313118
225244,0.0116263125092
328483,0.000575617363211
39043,0.00924109853804
146322,0.00248085078783
13441,0.00885846000165
56820,0.00613674568012
278851,0.0930723324418
138394,0.0209248848259
9721,0.0132434442639
38099,0.00314871990122
53074,0.0180157180876
124298,0.00384690100327
59995,0.0122421970591
60631,0.00155961012933
44184,0.344996422529
221902,0.0769589692354
462788,0.0115290954709
258771,0.434109389782
9660,0.000161533942446
20364,0.00647665513679
70089,0.000918680918403
45978,0.289259761572
4762,0.0757379978895
81857,0.0176205355674
26578,0.0159214306623
224951,0.00134560919832
314,0.03265170753
117691,0.00228833779693
52517,0.0477814152837
50085,0.2291251719
371818,0.0878482758999
289933,0.00114763714373
29487,0.0028398130089
94643,0.00076771446038
82181,0.000316713674692
15977,0.00320465327241
18440,0.0339349135756
140849,0.0401395373046
7553,0.000458915776107
79908,0.0170219410211
5157,0.016593394801
24833,0.0017456903588
13311,0.0152951180935
337844,0.107344642282
55544,0.0127296149731
14244,0.00575086520985
250625,0.00171262596268
21534,8.07412652648e-05
218670,0.0416560955346
5375,0.00100900942925
38706,0.002413647715
27277,0.00941528007388
60498,0.0129211610183
59809,0.00251869834028
14864,0.00138864235487
13855,0.103016190231
13984,0.013346995227
234155,0.00391314132139
154276,0.00398064544424
52445,0.0400823503733
9385,0.00130157393869
68047,0.000579575484153
123553,0.00058304000413
272261,0.00805694330484
38761,0.0134242381901
25693,0.035300321877
74684,0.000981006538495
24922,0.00841959193349
256591,0.000615841592662
207021,0.368503332138
15450,0.0172472391278
14683,0.000208570039831
11235,0.000103548256448
19672,0.0137724177912
28196,0.00231339107268
47481,0.00301014445722
2981,0.00743423961103
129251,0.000259920401732
31338,0.0500163324177
34856,0.00345906848088
105693,0.00347639154643
363482,0.00179026310798
15647,0.0161222033203
260884,0.0210762955248
24236,0.0106150461361
40850,0.101227492094
34683,0.00146424386185
38223,0.0120937079191
68713,0.00943096075207
229638,0.000216345521039
3480,0.00767982332036
187442,0.00384561857209
31043,0.00781390722841
46096,0.0205611567944
136572,0.00851875450462
11977,0.0162812341005
14148,0.00236276094802
55438,0.0296959858388
288421,0.00469672912732
139997,0.00141879019793
84391,0.00179387815297
42513,0.00168138672598
47798,0.170679345727
18865,0.470430701971
161006,0.00103803840466
52050,0.0308676362038
76452,0.000325781322317
26133,0.00352975726128
90978,0.0616657063365
102901,0.00470470730215
31222,0.00403229007497
48967,0.000257679464994
39148,0.00262255850248
231216,0.0013528643176
31174,0.0239258874208
48797,0.00525145279244
13483,0.000274056947092
58309,0.0071273050271
45407,0.0451451390982
109716,0.000756686669774
412467,4.37197304564e-05
58500,0.00048965960741
46041,0.00729100964963
21301,0.00792849902064
62447,0.997215747833
16324,0.944648146629
114888,0.00134227750823
1645,0.00190217618365
424661,0.000552446814254
27344,0.0186264459044
10923,0.0518432408571
312221,0.0166637357324
158455,0.00458454946056
41120,0.0135184060782
38445,0.0015000506537
49594,0.0457321330905
40374,0.0161265172064
83670,0.0829056799412
10762,0.0187229327857
84207,0.0189680233598
14441,0.0228093508631
52036,0.0912361517549
68802,0.0325069501996
222671,0.00772612635046
8841,0.00969223305583
167874,0.567570984364
159657,0.000773303443566
